ACTEU;AGE;DDIPL;IDENT;NOI;SALMEE;SEXE;TPP
1;27;1;G7C5MF19;01;1826;1;1
1;48;4;G7C5MHT9;01;2400;1;1
3;55;7;G7C5MHT9;02;;2;
3;18;6;G7C5MHT9;03;;2;
1;25;4;G7C5MND9;01;1522;2;1
1;34;4;G7C5MND9;02;3000;1;1
1;23;4;G7C5MQ59;01;;1;1
1;19;5;G7C5MQ59;02;1041;2;1
1;37;1;G7C5MVP9;01;1720;2;1
2;34;1;G7C5MYH9;01;;2;
3;64;4;G7C5MYJ9;01;;2;
3;64;7;G7C5MYJ9;02;;1;
1;55;3;G7C5RTH9;01;3000;1;1
1;29;1;G7C5RTI9;01;2900;1;1
2;35;3;G7C5RW99;01;;2;
1;49;3;G7C5RW99;02;3200;1;1
1;22;1;G7D5M199;01;3700;1;1
3;20;4;G7D5M199;02;;2;
1;48;5;G7D5M6T9;01;585;2;2
1;53;5;G7D5M6T9;02;2100;1;1
1;19;4;G7D5M6T9;03;1060;2;1
3;15;6;G7D5M6T9;04;;2;
3;61;3;G7D5M9L9;01;;1;
3;65;3;G7D5M9L9;02;;2;
1;24;1;G7D5MCD9;01;1194;2;1
1;25;1;G7D5MCG9;01;1040;1;1
1;26;1;G7D5MCG9;02;1800;2;1
1;49;1;G7D5MCH9;01;2300;1;1
1;54;1;G7D5R1T9;01;2700;2;1
1;54;5;G7D5R1T9;02;2700;1;1
3;40;1;G7D5R4L9;01;;2;
1;50;4;G7D5R4L9;02;500;1;2
2;39;7;G7D5R7D9;01;;1;
2;44;5;G7D5R7E9;01;;2;
1;45;5;G7D5R7E9;02;1100;1;1
1;23;3;G7D5RFP9;01;240;2;2
1;20;3;G7D5RFP9;02;220;2;2
1;20;4;G7D5RFP9;03;950;2;2
3;18;5;G7D5RFP9;04;;1;
3;15;7;G7D5RFP9;05;;1;
1;59;7;G7D5RFP9;06;1000;1;1
3;50;7;G7D5RFP9;07;;2;
3;65;5;G7D5RIH9;01;;2;
1;66;5;G7D5RIH9;02;120;1;3
3;83;7;G7D5RO19;01;;2;
2;37;5;G7D5RO29;01;;1;
1;32;5;G7D5RO39;01;1400;1;1
3;89;7;G7D5RQT9;01;;2;
1;62;7;G7D5RWE9;01;94;2;2
3;18;5;G7D5RWF9;01;;2;
1;47;5;G7D5RWF9;02;1300;2;1
2;26;6;G7D5RWH9;01;;2;
1;60;1;G7E5WLX9;01;;1;1
1;48;3;G7E5WLX9;02;;2;1
3;49;6;G7E5WOP9;01;;2;
1;56;4;G7E5WOP9;02;;1;1
2;56;6;G7E5WUA9;01;;1;
3;44;4;G7E5WUA9;02;;2;
3;62;4;G7E5WZV9;01;;2;
3;90;7;G7F51S6A;01;;2;
1;42;5;G7F51S8A;01;1522;1;1
1;38;5;G7F51S8A;02;758;2;2
3;81;6;G7F51S9A;01;;2;
3;58;6;G7F51SAA;01;;1;
1;60;4;G7F51SAA;02;833;2;1
1;30;6;G7F51SAA;03;2000;1;1
3;75;7;G7F51UXA;01;;2;
3;27;6;G7F51UYA;01;;2;
2;33;4;G7F51UYA;02;;1;
2;47;3;G7F51UZA;01;;2;
3;83;7;G7F51V0A;01;;2;
3;71;1;G7F51V1A;01;;1;
3;64;7;G7F51V1A;02;;2;
1;42;6;G7F51V2A;01;1100;2;1
3;16;7;G7F51V2A;02;;2;
1;54;5;G7F51V4A;01;1300;2;1
1;54;5;G7F51XPA;01;1385;1;1
3;74;7;G7F51XQA;01;;2;
3;84;7;G7F51XQA;02;;1;
3;80;7;G7F51XRA;01;;1;
1;55;3;G7F51XSA;01;1900;2;1
3;46;5;G7F51XSA;02;;1;
2;26;3;G7F51XSA;03;;2;
3;38;4;G7F51XTA;01;;2;
1;40;1;G7F51XTA;02;2200;1;1
1;40;1;G7F51XUA;01;1700;2;1
3;15;6;G7F51XUA;02;;1;
1;57;4;G7H56HTA;01;2200;2;1
1;61;6;G7H56HTA;02;1750;1;1
1;47;3;G7H56NDA;01;1900;2;1
3;86;4;G7H56NDA;02;;2;
1;23;3;G7H56NDA;03;1300;2;1
3;21;4;G7H56NDA;04;;1;
3;65;3;G7H56Q5A;01;;1;
3;62;4;G7H56Q5A;02;;2;
1;55;6;G7H56SXA;01;;2;1
1;52;5;G7H56VPA;01;;1;1
1;59;6;G7H56VPA;02;950;2;2
2;39;6;G7H56VPA;03;;2;
3;87;4;G7H56YHA;01;;2;
3;81;7;G7I5619A;01;;2;
3;71;3;G7I5641A;01;;2;
3;70;4;G7I5641A;02;;1;
1;57;7;G7I566TA;01;;1;1
1;48;5;G7I566TA;02;;2;1
1;37;3;G7I56CDA;01;1600;2;1
1;45;5;G7I56CDA;02;;1;1
1;55;7;G7I56HXA;01;;1;1
1;46;7;G7I56HXA;02;1300;2;1
3;69;7;G7I56Q9A;01;;2;
3;70;7;G7I56Q9A;02;;1;
3;62;5;G7I56T1A;01;;1;
1;50;7;G7I56T1A;02;1300;2;1
3;68;5;G7I56VTA;01;;2;
1;29;3;G7I56VTA;02;1750;1;1
3;80;7;G9A57X16;01;;1;
1;39;4;G9A57X16;02;;1;1
1;26;4;G9A57X16;03;;2;1
2;40;1;G9A57X36;01;;2;
1;48;3;G9A57X36;02;;1;1
3;79;7;G9A57X36;05;;1;
1;50;4;G9A57X46;01;;2;1
2;36;4;G9A57X66;01;;1;
1;41;3;G9A57X66;02;;2;1
1;40;6;G9A57X76;01;;2;1
1;50;6;G9A57X76;02;;1;1
3;19;4;G9A57X76;03;;2;
3;15;7;G9A57X76;04;;1;
3;32;4;G9A57X86;01;;2;
1;40;1;G9A57X86;02;;1;1
1;64;6;G9A57X96;01;;2;1
1;53;7;G9A57XB6;01;;2;1
1;28;3;G9A57XB6;02;;1;1
1;24;1;G9A57XB6;03;;2;1
3;66;4;G9A57XD6;01;;1;
3;62;4;G9A57XD6;02;;2;
3;72;7;G9A57XG6;01;;1;
3;54;7;G9A57XG6;02;;2;
1;22;5;G9A57XG6;03;;1;1
3;19;4;G9A57XG6;04;;1;
3;19;4;G9A57XG6;05;;1;
3;16;6;G9A57XG6;06;;2;
1;52;1;G9A57XH6;01;;1;1
1;47;4;G9A57XH6;02;;2;1
3;81;6;G9A57XI6;01;;2;
1;51;5;G9A57XJ6;01;;2;1
3;70;7;G9A57XJ6;02;;1;
1;34;4;G9A57XK6;01;;2;1
3;29;5;G9C5CED6;01;;1;
3;29;6;G9C5CEE6;01;;2;
3;64;7;G9C5CEF6;01;;2;
1;59;3;G9C5CEH6;01;1755;2;1
3;25;7;G9C5CEH6;02;;2;
1;32;1;G9C5CEH6;03;;1;1
1;35;4;G9C5CEI6;01;;2;1
1;46;4;G9C5CEI6;02;;1;1
1;30;7;G9C5CEJ6;01;1299;2;1
1;49;7;G9C5CEK6;01;1800;1;1
2;48;4;G9C5CEK6;02;;2;
2;21;4;G9C5CEK6;03;;2;
1;20;6;G9C5CEK6;04;600;1;2
3;15;6;G9C5CEK6;05;;2;
1;63;7;G9C5CEO6;01;1300;2;1
1;31;3;G9C5CEP6;01;1600;2;1
2;35;1;G9C5CEQ6;01;;1;
3;73;7;G9C5CEQ6;02;;2;
3;31;7;G9C5CER6;01;;2;
3;40;7;G9C5CES6;01;;2;
1;52;7;G9C5CES6;02;;1;1
3;16;7;G9C5CES6;03;;1;
1;29;4;G9C5CET6;01;1700;2;1
2;37;1;G9C5CET6;02;;1;
2;31;1;G9C5CEU6;01;;2;
1;38;5;G9C5CEU6;02;2600;1;1
3;63;7;G9C5CEW6;01;;2;
3;33;7;G9C5CEW6;02;;1;
1;32;4;G9C5CEW6;03;1300;2;1
3;23;1;G9D5HVP6;01;;1;
3;22;4;G9D5HVR6;01;;1;
3;75;6;G9D5HVS6;01;;2;
3;24;4;G9D5HVT6;01;;1;
1;35;5;G9D5HVU6;01;;1;1
1;25;1;G9D5HVW6;01;;1;1
3;22;4;G9D5HVX6;01;;1;
3;19;4;G9D5HW16;01;;2;
3;24;4;G9D5HW46;01;;2;
3;23;4;G9D5HW46;02;;1;
1;61;1;G9D5HYH6;01;;2;2
1;66;1;G9D5HYH6;02;;1;1
3;25;1;G9D5HYH6;03;;2;
3;70;1;G9E5H196;01;;1;
3;68;1;G9E5H196;02;;2;
1;49;1;G9E5H416;01;;2;1
1;46;1;G9E5HCD6;01;;2;1
1;51;1;G9E5HCD6;02;;1;1
3;17;4;G9E5HCD6;03;;2;
3;15;6;G9E5HCD6;04;;1;
1;55;5;G9E5HHX6;01;;1;1
1;56;7;G9E5HHX6;02;;2;1
3;64;7;G9E5HKP6;01;;1;
1;63;5;G9E5HKQ6;01;;2;1
3;91;7;G9E5HKQ6;02;;2;
1;34;1;G9E5HNH6;01;1400;2;1
1;25;1;G9E5HNJ6;01;;1;1
1;23;4;G9E5HNJ6;02;;2;1
1;34;6;G9E5HNM6;01;;1;1
1;32;3;G9E5HQ96;01;;1;1
1;32;1;G9E5HQ96;02;;2;2
2;32;7;G9F5MD26;01;;2;
1;26;5;G9F5MD66;01;1200;1;1
3;30;4;G9F5MD76;01;;1;
3;26;1;G9F5MD76;02;;2;
3;72;7;G9F5MD86;01;;2;
3;57;5;G9F5MDA6;01;;1;
1;37;7;G9F5MDC6;01;1350;1;1
3;31;6;G9F5MDD6;01;;1;
1;41;4;G9F5MDF6;01;1672;1;1
2;50;7;G9F5MDG6;01;;2;
1;58;7;G9F5MDH6;01;1250;1;1
3;63;7;G9F5MDJ6;01;;2;
1;41;5;G9F5MDK6;01;1400;1;1
1;43;5;G9F5MDL6;01;;1;1
1;36;4;G9F5MDM6;01;1500;1;1
3;28;7;G9F5MDM6;02;;2;
1;40;7;G9F5MDN6;01;1560;1;1
1;36;7;G9F5MFT6;01;1400;1;1
1;46;7;G9G5RUE6;01;1600;1;1
1;38;4;G9G5RX56;01;2100;2;1
1;52;4;G9G5RX56;02;1900;1;1
2;18;6;G9G5RX56;03;;1;
3;61;5;G9H5R2P6;01;;2;
1;61;7;G9H5R2P6;02;6900;1;1
1;50;5;G9H5R5H6;01;2400;1;1
1;44;4;G9H5R5H6;02;2492;2;2
3;70;6;G9H5R896;01;;1;
3;70;5;G9H5R896;02;;2;
1;53;6;G9H5RB16;01;2000;2;1
1;62;7;G9H5RB16;02;1680;1;1
1;24;4;G9H5RB16;03;1250;1;1
1;46;3;G9H5RDT6;01;3500;2;1
1;53;1;G9H5RDT6;02;5000;1;1
3;17;6;G9H5RDT6;03;;1;
1;33;3;G9H5RGN6;01;1750;2;1
1;22;4;G9H5RGO6;01;1300;1;1
1;20;4;G9H5RGO6;02;1200;2;1
2;43;5;G9H5RGQ6;01;;1;
3;88;7;G9H5RJD6;01;;2;
3;72;7;G9H5RM56;01;;1;
3;72;7;G9H5RM56;02;;2;
1;36;1;G9H5ROX6;01;2121;2;1
1;32;5;G9H5ROX6;02;;1;1
2;28;6;G9H5RRP6;01;;1;
1;30;3;G9H5RRQ6;01;1500;2;1
1;26;6;G9H5RRR6;01;1480;1;1
1;48;1;G9H5RUH6;01;;1;1
1;47;3;G9H5RUH6;02;1097;2;1
3;68;6;G9H5RX96;01;;2;
3;71;7;G9H5RX96;02;;1;
3;68;4;G9I5R016;01;;2;
1;37;3;G9I5R2T6;01;2400;2;1
3;80;7;G9I5WBP6;01;;2;
1;43;7;G9I5WBP6;02;594;1;1
3;69;6;G9I5WEH6;01;;2;
3;68;5;G9I5WEH6;02;;1;
1;59;5;G9I5WH96;01;;2;1
1;35;4;G9I5WK16;01;1560;2;1
1;36;5;G9I5WK16;02;1527;1;1
1;56;5;G9I5WMT6;01;;1;1
1;60;7;G9I5WMT6;02;450;2;2
1;65;3;G9I5WSD6;01;555;2;2
3;75;7;G9J51T17;01;;1;
3;70;7;G9J51T17;02;;2;
3;74;7;G9J51YL7;01;;1;
3;72;7;G9J51YL7;02;;2;
3;69;7;G9J51YM7;01;;2;
1;43;6;G9J51YN7;01;1200;1;1
3;87;7;G9J5W0P6;01;;1;
3;75;5;G9J5W3H6;01;;2;
3;68;5;G9J5W3H6;02;;1;
1;30;4;G9J5W916;01;1077;2;2
1;31;5;G9J5W916;02;1439;1;1
3;79;7;G9J5WBT6;01;;2;
3;72;7;G9J5WHD6;01;;1;
3;75;5;G9J5WHD6;02;;2;
3;40;4;G9J5WHD6;03;;1;
1;57;7;G9J5WK56;01;1403;2;1
2;52;7;G9J5WK56;02;;1;
1;30;4;G9J5WMX6;01;3491;1;1
3;25;7;G9J5WMX6;02;;2;
1;56;6;G9J5WPP6;01;280;2;2
2;56;7;G9J5WSH6;01;;1;
3;52;7;G9J5WSH6;02;;2;
2;17;7;G9J5WSH6;03;;1;
3;68;7;G9J5WV96;01;;1;
3;73;5;G9J5WV96;02;;2;
3;85;7;G9K511D7;01;;1;
3;82;7;G9K51457;01;;1;
3;79;7;G9K51457;02;;2;
1;47;7;G9K516X7;01;1300;2;1
1;53;5;G9K51F97;01;1400;1;1
1;54;7;G9K51F97;02;800;2;1
3;17;6;G9K51F97;03;;2;
3;54;7;G9K51I17;01;;2;
3;25;7;G9K51I17;02;;2;
2;33;5;G9K51I17;04;;1;
1;31;7;G9K51NL7;01;;1;1
3;30;7;G9K51NL7;02;;2;
3;70;5;G9K51QD7;01;;1;
3;66;7;G9K51QD7;02;;2;
3;75;5;G9K51YP7;01;;1;
3;74;7;G9K51YP7;02;;2;
3;57;3;G9L511H7;01;;2;
1;53;5;G9L51497;01;;1;1
3;58;7;G9L51497;02;;2;
3;19;4;G9L51497;03;;2;
1;28;4;G9L519T7;01;1600;1;1
1;25;3;G9L519T7;02;960;2;1
3;63;7;G9L51CL7;01;;2;
1;47;3;G9L51FD7;01;;1;1
1;47;5;G9L51FD7;02;;2;1
3;19;4;G9L51FD7;03;;2;
3;16;6;G9L51FD7;04;;2;
1;37;1;G9L56AD7;01;1907;2;2
1;41;3;G9L56AD7;02;1900;1;1
1;48;5;G9L56IP7;01;726;1;2
1;39;1;G9L56IP7;02;2200;2;1
1;43;4;G9L56LH7;01;1600;2;1
1;42;5;G9L56LH7;02;910;1;2
3;16;6;G9L56LH7;03;;1;
3;52;5;G9M4XP1C;01;;1;
1;48;3;G9M4XP1C;02;;2;1
3;20;4;G9M4XP1C;03;;2;
1;46;5;G9M56AH7;01;1800;1;1
1;52;7;G9M56AH7;02;900;2;2
1;40;4;G9M56G17;01;;2;1
1;40;5;G9M56G17;02;1700;1;1
3;15;6;G9M56G17;03;;2;
3;65;3;G9M56IT7;01;;2;
1;51;4;G9M56LL7;01;1985;2;1
3;22;4;G9M56LL7;02;;2;
3;20;4;G9M56LL7;03;;1;
2;28;7;G9M56OD7;01;;2;
2;48;1;G9M56TX7;01;;1;
1;40;1;G9M56TX7;02;;2;1
3;76;7;G9M56WP7;01;;2;
3;73;7;G9M56WP7;02;;1;
3;78;7;G9M56ZH7;01;;2;
3;76;7;G9M5BX97;01;;1;
3;76;7;G9M5BX97;02;;2;
3;77;7;G9N4X5PC;01;;1;
3;74;7;G9N4X5PC;02;;2;
1;49;5;G9N4X8HC;01;1916;1;1
1;21;4;G9N4X8HC;02;1200;1;1
1;20;5;G9N4X8HC;03;960;2;2
3;69;5;G9N4XB9C;01;;1;
3;66;5;G9N4XB9C;02;;2;
3;71;7;G9N4XGTC;01;;1;
3;70;7;G9N4XGTC;02;;2;
3;62;5;G9N4XJLC;01;;1;
3;61;5;G9N4XJLC;02;;2;
1;51;5;G9N4XP5C;01;1969;1;1
1;36;1;G9N4XRXC;01;1609;2;1
3;82;7;G9N4XUPC;01;;2;
3;86;7;G9N4XXHC;01;;2;
1;51;5;G9N5B017;01;1275;2;1
1;23;3;G9N5B017;02;1100;2;1
3;15;6;G9N5B017;03;;2;
3;67;7;G9N5B5M7;01;;1;
1;24;4;G9N5B5M7;02;1200;1;1
2;56;7;G9N5B5N7;01;;2;
3;16;6;G9N5B5N7;02;;2;
3;76;1;G9N5BB57;01;;1;
3;59;7;G9N5BJH7;01;;1;
1;35;5;G9N5BJH7;02;400;2;2
1;40;5;G9N5BM97;01;1500;2;1
1;47;3;G9N5BM97;02;2000;1;1
1;19;5;G9N5BM97;03;700;1;1
3;15;6;G9N5BM97;04;;1;
3;75;7;G9N5BRT7;01;;2;
3;79;5;G9N5BRT7;02;;1;
3;79;7;G9N5BXD7;01;;1;
3;75;1;G9N5BXD7;02;;2;
1;44;5;G9O426DD;01;1431;1;1
3;80;7;G9O426ED;01;;2;
1;50;6;G9O426ED;02;;2;1
2;35;7;G9O426GD;01;;2;
2;55;5;G9O426HD;01;;2;
3;64;5;G9O426HD;02;;1;
3;79;7;G9O426JD;01;;2;
3;33;5;G9O426KD;01;;2;
1;37;6;G9O426KD;02;;1;1
2;26;7;G9O426ND;01;;2;
1;29;5;G9O426ND;04;1550;1;1
1;50;5;G9O426TD;01;1460;1;1
3;45;5;G9O426TD;02;;2;
1;37;4;G9O426UD;01;970;2;2
3;16;6;G9O426UD;02;;2;
1;47;7;G9O4X09C;01;;1;1
2;23;6;G9O4X09C;03;;1;
2;21;5;G9O4X09C;04;;2;
3;20;5;G9O4X09C;05;;1;
3;38;3;G9O4X31C;01;;2;
1;40;4;G9O4X31C;02;2426;1;1
1;39;3;G9O4X5TC;01;4500;1;1
1;32;5;G9O4X5TC;02;1500;2;1
1;42;5;G9O4X8LC;01;1900;1;1
1;38;5;G9O4X8LC;02;1200;2;1
1;43;1;G9O4XBDC;01;2700;1;1
1;38;5;G9O4XBDC;02;1751;2;1
1;46;5;G9O4XE5C;01;1511;1;1
1;48;5;G9O4XE5C;02;1630;2;1
1;20;4;G9O4XE5C;03;1200;2;1
3;16;7;G9O4XE5C;04;;1;
3;85;7;G9O4XGXC;01;;2;
3;67;3;G9O4XJPC;01;;1;
3;65;6;G9O4XJPC;02;;2;
3;87;5;G9O4XMHC;01;;1;
3;82;7;G9O4XMHC;02;;2;
1;30;3;G9O4XP9C;01;3298;2;1
1;58;6;G9O4XP9C;02;3000;1;1
1;49;5;G9O5B5P7;01;1945;2;1
3;64;1;G9O5BGT7;01;;1;
1;64;1;G9O5BGT7;02;;2;3
3;71;7;G9O5BJL7;01;;1;
3;72;7;G9O5BJL7;02;;2;
3;82;7;G9O5BMD7;01;;1;
3;82;5;G9O5BMD7;02;;2;
3;60;6;G9O5G927;01;;1;
3;63;5;G9O5G927;02;;2;
3;67;5;G9O5G947;01;;2;
3;76;7;G9O5G957;01;;2;
3;84;7;G9O5G967;01;;2;
3;80;7;G9O5G977;01;;2;
3;79;7;G9O5G997;01;;2;
3;64;5;G9O5G9A7;01;;1;
3;61;5;G9O5G9A7;02;;2;
1;31;1;G9O5G9C7;01;2950;1;1
3;98;4;G9O5G9E7;01;;1;
3;89;7;G9O5G9E7;02;;2;
1;50;5;G9O5G9F7;01;;2;1
1;50;4;G9O5G9F7;02;;1;1
3;71;7;G9O5G9G7;01;;2;
3;84;7;G9O5G9H7;01;;2;
1;60;7;G9O5G9H7;02;;2;1
3;94;7;G9O5G9I7;01;;2;
3;82;7;G9O5G9J7;01;;2;
3;94;7;G9O5G9K7;01;;2;
3;77;7;G9O5G9L7;01;;1;
3;68;1;G9O5G9N7;01;;2;
3;75;7;G9O5GBT7;01;;2;
2;25;3;G9O5GBV7;01;;2;
1;31;5;G9O5GBW7;01;1250;1;1
3;72;7;G9O5GEL7;01;;2;
3;62;5;G9O5GHD7;01;;1;
1;50;1;G9O5GHD7;02;;2;3
3;18;4;G9O5GHD7;03;;2;
3;16;6;G9O5GHD7;04;;2;
1;65;5;G9O5GMX7;01;;1;2
1;48;7;G9P47NPD;01;1167;1;1
3;69;7;G9P47NSD;01;;1;
2;43;7;G9P47NTD;01;;1;
3;70;7;G9P47NUD;01;;2;
3;25;6;G9P47NWD;01;;2;
2;37;5;G9P47NWD;02;;1;
1;43;5;G9P47NXD;01;1554;2;1
3;19;5;G9P47NXD;02;;1;
1;57;5;G9P47NYD;01;1300;2;1
1;31;5;G9P47NZD;01;1988;1;1
1;25;4;G9P47NZD;02;1100;2;1
3;66;7;G9P47O1D;01;;1;
3;61;7;G9P47O1D;02;;2;
1;36;7;G9P47O2D;01;1300;1;1
1;34;5;G9P47O4D;01;2230;1;2
1;55;7;G9P47O5D;01;1100;2;1
1;49;5;G9P47O5D;02;1400;1;1
1;20;5;G9P47O5D;03;641;2;1
3;67;5;G9P47O6D;01;;1;
3;65;7;G9P47O6D;02;;2;
1;57;7;G9P47O7D;01;670;2;2
1;41;1;G9P5LQD7;01;1300;2;2
1;41;3;G9P5LQD7;02;2000;1;1
3;62;5;G9P5LT57;01;;1;
3;63;6;G9P5LT57;02;;2;
3;64;1;G9P5LVX7;01;;2;
3;64;1;G9P5LVX7;02;;1;
1;39;4;G9P5LYP7;01;1325;2;1
1;40;7;G9P5LYP7;02;2200;1;1
3;83;5;G9Q5L1H7;01;;1;
3;77;7;G9Q5L1H7;02;;2;
3;67;5;G9Q5L497;01;;1;
3;67;7;G9Q5L497;02;;2;
1;35;3;G9Q5L717;01;1600;2;2
1;34;1;G9Q5L717;02;3055;1;1
3;56;5;G9Q5L9T7;01;;2;
1;57;5;G9Q5L9T7;02;2900;1;1
3;22;4;G9Q5L9T7;03;;2;
3;76;7;G9Q5LCL7;01;;1;
3;75;7;G9Q5LCL7;02;;2;
1;52;3;G9Q5LFD7;01;2600;2;1
1;60;5;G9Q5LI57;01;1300;2;1
3;57;5;G9Q5LI57;02;;1;
1;56;7;G9Q5LKX7;01;1100;2;1
1;56;7;G9Q5LKX7;02;1400;1;1
1;19;4;G9Q5LKX7;03;132;1;1
1;50;3;G9Q5LNP7;01;2068;2;1
1;53;5;G9Q5LNP7;02;2075;1;1
3;22;3;G9Q5LNP7;03;;1;
1;58;3;G9Q5LQH7;01;2350;2;1
3;67;5;G9Q5LQH7;02;;1;
3;69;7;G9Q5LW17;01;;2;
3;71;7;G9Q5LW17;02;;1;
1;41;1;G9Q5LYT7;01;2100;2;1
1;61;5;G9R4C51D;01;;1;3
1;59;5;G9R4C51D;02;;2;1
1;31;4;G9R4C51D;03;;1;1
3;62;5;G9R4C7TD;01;;1;
3;62;7;G9R4C7TD;02;;2;
3;80;7;G9R4CDDD;01;;2;
3;97;7;G9R4CG5D;01;;2;
1;58;5;G9R4CG5D;02;452;2;2
3;65;5;G9R4CIXD;01;;1;
3;61;7;G9R4CIXD;02;;2;
1;48;5;G9R4CLPD;01;;1;1
1;47;6;G9R4CLPD;02;;2;2
1;56;5;G9R4COHD;01;;1;1
1;53;7;G9R4COHD;02;;2;2
1;44;3;G9R4CR9D;01;;1;1
1;39;4;G9R4CR9D;02;;2;1
1;27;5;G9R4CU1D;01;;1;1
1;28;5;G9R4CU1D;02;;2;1
1;35;5;G9R4CWTD;01;;1;1
1;38;5;G9R4CWTD;02;0;2;1
3;15;6;G9R4CWTD;03;;1;
2;55;7;G9R4CZLD;01;;1;
1;42;3;G9R5L1L7;01;2400;2;1
1;44;1;G9R5L1L7;02;2900;1;1
1;30;1;G9R5L4D7;01;1618;2;2
1;33;1;G9R5L4D7;02;2867;1;1
3;65;7;G9R5L757;01;;2;
3;61;7;G9R5L757;02;;1;
1;27;3;G9R5L9X7;01;1600;2;1
1;28;1;G9R5L9X7;02;2700;1;1
1;43;7;G9R5LCP7;01;1200;1;1
1;40;4;G9R5LCP7;02;1250;2;1
1;37;1;G9R5LFH7;01;1900;1;1
1;32;1;G9R5LI97;01;1600;2;1
1;36;1;G9R5LI97;02;1600;1;1
1;31;3;G9R5LL17;01;1300;2;1
1;30;1;G9R5LL17;02;1530;1;1
1;60;3;G9R5LNT7;01;2500;1;2
1;59;5;G9R5LNT7;02;1300;2;2
1;49;3;G9R5LQL7;01;2500;2;1
1;51;4;G9R5LQL7;02;3333;1;1
3;18;4;G9R5LQL7;03;;1;
3;15;6;G9R5LQL7;04;;2;
2;21;5;G9R5LTD7;01;;2;
1;43;5;G9R5LTD7;02;1000;2;1
2;27;4;G9R5LTD7;03;;1;
1;47;5;G9R5LTD7;04;2700;1;1
2;20;4;G9R5LTD7;05;;1;
3;18;5;G9R5LTD7;06;;1;
1;54;3;G9R5LW57;01;4200;2;1
1;62;3;G9R5LW57;02;1500;1;2
1;42;5;G9R5LYX7;01;;2;1
1;41;5;G9R5LYX7;02;1275;1;1
3;22;4;G9R5LYX7;03;;1;
3;21;4;G9R5LYX7;04;;2;
1;27;5;G9R5Q7P7;01;550;1;2
1;21;5;G9R5Q7Q7;01;;2;2
1;22;4;G9R5Q7Q7;02;1450;1;1
3;97;7;G9R5Q7R7;01;;2;
3;79;7;G9R5Q7S7;01;;2;
2;31;5;G9R5Q7T7;01;;1;
1;59;5;G9R5Q7U7;01;1100;2;1
1;38;7;G9R5Q7V7;01;1400;1;1
3;26;4;G9R5Q7X7;01;;2;
1;31;5;G9R5Q7X7;02;1150;1;2
1;55;7;G9R5Q7Y7;01;1250;1;1
1;43;5;G9R5Q7Z7;01;1600;1;1
2;28;7;G9R5Q807;01;;1;
3;24;4;G9R5Q807;02;;2;
3;84;5;G9R5Q817;01;;1;
3;59;7;G9R5Q827;01;;2;
3;60;7;G9R5Q827;02;;1;
1;21;5;G9R5Q837;01;1150;1;1
3;83;7;G9R5Q847;01;;2;
1;43;3;G9R5QAH7;01;2344;1;1
1;41;4;G9R5QAH7;02;1110;2;1
1;47;5;G9R5QD97;01;1300;1;1
3;40;7;G9R5QD97;02;;2;
3;20;4;G9R5QD97;04;;1;
3;71;7;G9R5QG17;01;;1;
3;67;5;G9R5QG17;02;;2;
1;39;4;G9R5QIT7;01;1300;2;2
1;46;5;G9R5QIT7;02;1400;1;1
3;15;6;G9R5QIT7;03;;1;
1;57;7;G9S4C2DD;01;;1;1
1;56;4;G9S4C2DD;02;;2;1
3;65;7;G9S4C55D;01;;1;
3;63;7;G9S4C55D;02;;2;
1;40;7;G9S4C7XD;01;;1;1
1;37;3;G9S4C7XD;02;;2;2
1;49;7;G9S4CAPD;01;;2;2
3;21;5;G9S4CAPD;02;;1;
3;16;6;G9S4CAPD;03;;2;
3;79;7;G9S4CDHD;01;;1;
1;43;5;G9S4CDHD;02;;1;1
1;37;5;G9S4CDHD;03;;2;1
1;59;1;G9S4CG9D;01;;1;1
3;60;3;G9S4CG9D;02;;2;
1;51;3;G9S4CJ1D;01;;1;1
1;48;5;G9S4CJ1D;02;;2;1
3;22;4;G9S4CJ1D;03;;2;
3;67;5;G9S4CLTD;01;;1;
3;65;7;G9S4CLTD;02;;2;
1;37;5;G9S4CU5D;01;;1;1
1;33;3;G9S4CU5D;02;;2;1
1;57;3;G9S4CZPD;01;;1;1
1;60;3;G9S4CZPD;02;;2;1
1;41;1;G9S4HMDD;01;;1;1
1;40;3;G9S4HMDD;02;;2;1
3;63;4;G9S4HP5D;01;;2;
3;74;7;G9S4HRXD;01;;1;
3;71;5;G9S4HRXD;02;;2;
1;39;4;G9S4HXHD;01;;1;1
1;36;4;G9S4HXHD;02;;2;1
3;61;4;G9S5VXD7;01;;2;
2;60;4;G9S5VXD7;02;;1;
1;27;3;G9T4C2HD;01;;2;1
1;30;5;G9T4C2HD;02;;1;1
3;57;4;G9T4C59D;01;;1;
2;56;5;G9T4C59D;02;;2;
3;74;7;G9T4C81D;01;;1;
3;68;7;G9T4C81D;02;;2;
1;48;5;G9T4CATD;01;;1;1
1;46;1;G9T4CATD;02;;2;1
3;17;6;G9T4CATD;03;;1;
3;54;7;G9T4CDLD;01;;1;
3;90;3;G9T4H09D;01;;1;
3;88;5;G9T4H09D;02;;2;
1;34;1;G9T4H31D;01;600;2;3
1;51;4;G9T4H5TD;01;;1;3
1;49;5;G9T4H5TD;02;1000;2;2
3;67;6;G9T4H8LD;01;;2;
3;76;7;G9T4HBDD;01;;1;
3;75;5;G9T4HBDD;02;;2;
3;68;7;G9T4HE5D;01;;1;
